"V1" "V2" "V3"
"407" "DendroDenovo_97_3126" "Eukaryota" "Arthropoda"
"408" "DendroDenovo_97_3134" "Eukaryota" "Arthropoda"
"409" "DendroDenovo_97_3138" "Eukaryota" "Streptophyta"
"410" "DendroDenovo_97_3152" "Eukaryota" "Arthropoda"
"411" "DendroDenovo_97_3156" "Eukaryota" "Arthropoda"
"412" "DendroDenovo_97_3163" "Eukaryota" "Arthropoda"
"413" "DendroDenovo_97_3165" "Eukaryota" "Arthropoda"
"414" "DendroDenovo_97_3187" "Eukaryota" "Chordata"
"415" "DendroDenovo_97_3194" "Eukaryota" "Arthropoda"
"416" "DendroDenovo_97_3198" "Eukaryota" "Arthropoda"
"417" "DendroDenovo_97_3202" "Eukaryota" "Arthropoda"
"418" "DendroDenovo_97_3209" "Eukaryota" "Arthropoda"
"419" "DendroDenovo_97_3221" "Eukaryota" "Arthropoda"
"420" "DendroDenovo_97_3235" "Eukaryota" "Arthropoda"
"421" "DendroDenovo_97_3236" "Eukaryota" "Arthropoda"
"422" "DendroDenovo_97_3237" "Eukaryota" "Arthropoda"
"423" "DendroDenovo_97_3240" "Eukaryota" "multiple"
"424" "DendroDenovo_97_3263" "Eukaryota" "Arthropoda"
"425" "DendroDenovo_97_3287" "Eukaryota" "Arthropoda"
"426" "DendroDenovo_97_3290" "Eukaryota" "Arthropoda"
"427" "DendroDenovo_97_3293" "Eukaryota" "Streptophyta"
"428" "DendroDenovo_97_3303" "Eukaryota" "Arthropoda"
"429" "DendroDenovo_97_3307" "Eukaryota" "Arthropoda"
"430" "DendroDenovo_97_3310" "Eukaryota" "Apicomplexa"
"431" "DendroDenovo_97_3311" "Eukaryota" "Arthropoda"
"432" "DendroDenovo_97_3320" "Eukaryota" "Arthropoda"
"433" "DendroDenovo_97_3343" "Eukaryota" "Arthropoda"
"434" "DendroDenovo_97_3355" "Eukaryota" "Arthropoda"
"435" "DendroDenovo_97_3357" "Eukaryota" "Arthropoda"
"436" "DendroDenovo_97_3363" "Eukaryota" "Arthropoda"
"437" "DendroDenovo_97_3369" "Eukaryota" "Arthropoda"
"438" "DendroDenovo_97_3379" "Eukaryota" "Arthropoda"
"439" "DendroDenovo_97_3405" "Eukaryota" "Arthropoda"
"440" "DendroDenovo_97_3408" "Eukaryota" "Arthropoda"
"441" "DendroDenovo_97_3419" "Eukaryota" "Chordata"
"442" "DendroDenovo_97_3422" "Eukaryota" "Arthropoda"
"443" "DendroDenovo_97_3429" "Eukaryota" "Arthropoda"
"444" "DendroDenovo_97_3437" "Eukaryota" "Streptophyta"
"445" "DendroDenovo_97_3438" "Eukaryota" "Arthropoda"
"446" "DendroDenovo_97_3453" "Eukaryota" "Arthropoda"
"447" "DendroDenovo_97_3455" "Eukaryota" "Arthropoda"
"448" "DendroDenovo_97_3458" "Eukaryota" "Arthropoda"
"449" "DendroDenovo_97_3460" "Eukaryota" "Arthropoda"
"450" "DendroDenovo_97_3465" "Eukaryota" "Arthropoda"
"451" "DendroDenovo_97_3468" "Eukaryota" "Arthropoda"
"452" "DendroDenovo_97_3484" "Eukaryota" "Arthropoda"
"453" "DendroDenovo_97_3498" "Eukaryota" "Arthropoda"
"454" "DendroDenovo_97_3509" "Eukaryota" "Arthropoda"
"455" "DendroDenovo_97_3511" "Eukaryota" "Arthropoda"
"456" "DendroDenovo_97_3519" "Eukaryota" "Arthropoda"
"457" "DendroDenovo_97_3528" "Eukaryota" "Arthropoda"
"458" "DendroDenovo_97_3530" "Eukaryota" "Arthropoda"
"459" "DendroDenovo_97_3547" "Eukaryota" "Arthropoda"
"460" "DendroDenovo_97_3576" "Eukaryota" "Chordata"
"461" "DendroDenovo_97_3580" "Bacteria" "Planctomycetes"
"462" "DendroDenovo_97_3588" "Eukaryota" "Arthropoda"
"463" "DendroDenovo_97_3594" "Eukaryota" "Arthropoda"
"464" "DendroDenovo_97_3600" "Eukaryota" "Arthropoda"
"465" "DendroDenovo_97_3619" "Eukaryota" "Arthropoda"
"466" "DendroDenovo_97_3625" "Eukaryota" "Arthropoda"
"467" "DendroDenovo_97_3633" "Eukaryota" "Arthropoda"
"468" "DendroDenovo_97_3635" "Eukaryota" "Arthropoda"
"469" "DendroDenovo_97_3636" "Eukaryota" "Arthropoda"
"470" "DendroDenovo_97_3645" "Eukaryota" "Arthropoda"
"471" "DendroDenovo_97_3646" "Eukaryota" "Arthropoda"
"472" "DendroDenovo_97_3648" "Eukaryota" "Arthropoda"
"473" "DendroDenovo_97_3650" "Eukaryota" "Chordata"
"474" "DendroDenovo_97_3657" "Eukaryota" "Arthropoda"
"475" "DendroDenovo_97_3669" "Eukaryota" "Arthropoda"
"476" "DendroDenovo_97_3700" "Eukaryota" "Arthropoda"
"477" "DendroDenovo_97_3708" "Eukaryota" "Arthropoda"
"478" "DendroDenovo_97_3729" "Eukaryota" "Arthropoda"
"479" "DendroDenovo_97_3738" "Eukaryota" "Arthropoda"
"480" "DendroDenovo_97_3739" "Eukaryota" "Arthropoda"
"481" "DendroDenovo_97_3748" "Eukaryota" "Arthropoda"
"482" "DendroDenovo_97_3750" "Eukaryota" "Arthropoda"
"483" "DendroDenovo_97_3759" "Eukaryota" "Arthropoda"
"484" "DendroDenovo_97_3764" "Eukaryota" "Arthropoda"
"485" "DendroDenovo_97_3771" "Eukaryota" "Arthropoda"
"486" "DendroDenovo_97_3777" "Eukaryota" "Arthropoda"
"487" "DendroDenovo_97_3784" "Eukaryota" "Arthropoda"
"488" "DendroDenovo_97_3788" "Eukaryota" "Arthropoda"
"489" "DendroDenovo_97_3794" "Eukaryota" "Arthropoda"
"490" "DendroDenovo_97_3807" "Eukaryota" "Echinodermata"
"491" "DendroDenovo_97_3819" "Eukaryota" "Arthropoda"
"492" "DendroDenovo_97_3823" "Eukaryota" "Arthropoda"
"493" "DendroDenovo_97_3841" "Eukaryota" "Arthropoda"
"494" "DendroDenovo_97_3844" "Eukaryota" "Arthropoda"
"495" "DendroDenovo_97_3849" "Eukaryota" "Arthropoda"
"496" "DendroDenovo_97_3850" "Eukaryota" "Arthropoda"
"497" "DendroDenovo_97_3858" "Eukaryota" "Arthropoda"
"498" "DendroDenovo_97_3892" "Eukaryota" "Arthropoda"
"499" "DendroDenovo_97_3903" "Eukaryota" "Arthropoda"
"500" "DendroDenovo_97_3909" "Eukaryota" "Streptophyta"
"501" "DendroDenovo_97_3921" "Eukaryota" "Arthropoda"
"502" "DendroDenovo_97_3925" "Eukaryota" "Arthropoda"
"503" "DendroDenovo_97_3933" "Eukaryota" "Arthropoda"
"504" "DendroDenovo_97_3946" "Eukaryota" "Arthropoda"
"505" "DendroDenovo_97_3954" "Eukaryota" "Arthropoda"
"506" "DendroDenovo_97_3963" "Eukaryota" "Arthropoda"
"507" "DendroDenovo_97_3971" "Eukaryota" "Streptophyta"
"508" "DendroDenovo_97_3973" "Eukaryota" "Arthropoda"
"509" "DendroDenovo_97_3974" "Bacteria" "Deferribacteres"
"510" "DendroDenovo_97_3980" "Eukaryota" "Arthropoda"
"511" "DendroDenovo_97_3982" "Eukaryota" "Chordata"
"512" "DendroDenovo_97_3987" "Eukaryota" "Arthropoda"
"513" "DendroDenovo_97_3993" "Eukaryota" "Arthropoda"
"514" "DendroDenovo_97_3994" "Eukaryota" "Chordata"
"515" "DendroDenovo_97_4014" "Eukaryota" "Arthropoda"
"516" "DendroDenovo_97_4018" "Eukaryota" "Arthropoda"
"517" "DendroDenovo_97_4022" "Eukaryota" "Arthropoda"
"518" "DendroDenovo_97_4027" "Eukaryota" "Arthropoda"
"519" "DendroDenovo_97_4031" "Eukaryota" "Arthropoda"
"520" "DendroDenovo_97_4034" "Eukaryota" "Arthropoda"
"521" "DendroDenovo_97_4035" "Eukaryota" "Arthropoda"
"522" "DendroDenovo_97_4037" "Eukaryota" "Arthropoda"
"523" "DendroDenovo_97_4039" "Eukaryota" "Arthropoda"
"524" "DendroDenovo_97_4048" "Eukaryota" "Arthropoda"
"525" "DendroDenovo_97_4051" "Eukaryota" "Arthropoda"
"526" "DendroDenovo_97_4053" "Eukaryota" "Arthropoda"
"527" "DendroDenovo_97_4057" "Eukaryota" "Arthropoda"
"528" "DendroDenovo_97_4058" "Eukaryota" "Arthropoda"
"529" "DendroDenovo_97_4072" "Eukaryota" "Arthropoda"
"530" "DendroDenovo_97_4081" "Eukaryota" "Arthropoda"
"531" "DendroDenovo_97_4087" "Eukaryota" "Arthropoda"
"532" "DendroDenovo_97_4103" "Eukaryota" "Arthropoda"
"533" "DendroDenovo_97_4113" "Eukaryota" "Arthropoda"
"534" "DendroDenovo_97_4122" "Eukaryota" "Arthropoda"
"535" "DendroDenovo_97_4125" "Bacteria" "Proteobacteria"
"536" "DendroDenovo_97_4132" "Eukaryota" "Arthropoda"
"537" "DendroDenovo_97_4136" "Eukaryota" "Arthropoda"
"538" "DendroDenovo_97_4139" "Eukaryota" "Arthropoda"
"539" "DendroDenovo_97_4141" "Eukaryota" "Arthropoda"
"540" "DendroDenovo_97_4142" "Eukaryota" "Arthropoda"
"541" "DendroDenovo_97_4143" "Eukaryota" "Arthropoda"
"542" "DendroDenovo_97_4146" "Eukaryota" "Arthropoda"
"543" "DendroDenovo_97_4148" "Eukaryota" "Arthropoda"
"544" "DendroDenovo_97_4167" "Eukaryota" "Arthropoda"
"545" "DendroDenovo_97_4170" "Eukaryota" "Arthropoda"
"546" "DendroDenovo_97_4173" "Eukaryota" "Arthropoda"
"547" "DendroDenovo_97_4192" "Eukaryota" "Arthropoda"
"548" "DendroDenovo_97_4208" "Eukaryota" "Arthropoda"
"549" "DendroDenovo_97_4209" "Eukaryota" "Arthropoda"
"550" "DendroDenovo_97_4222" "Eukaryota" "Arthropoda"
"551" "DendroDenovo_97_4225" "Eukaryota" "Arthropoda"
"552" "DendroDenovo_97_4238" "Eukaryota" "Arthropoda"
"553" "DendroDenovo_97_4240" "Eukaryota" "Streptophyta"
"554" "DendroDenovo_97_4257" "Eukaryota" "Arthropoda"
"555" "DendroDenovo_97_4262" "Eukaryota" "Chordata"
"556" "DendroDenovo_97_4264" "Eukaryota" "Arthropoda"
"557" "DendroDenovo_97_4267" "Eukaryota" "Streptophyta"
"558" "DendroDenovo_97_4270" "Eukaryota" "Arthropoda"
"559" "DendroDenovo_97_4271" "Eukaryota" "Arthropoda"
"560" "DendroDenovo_97_4275" "Eukaryota" "Chordata"
"561" "DendroDenovo_97_4287" "Eukaryota" "Arthropoda"
"562" "DendroDenovo_97_4298" "Eukaryota" "Arthropoda"
"563" "DendroDenovo_97_4299" "Eukaryota" "Arthropoda"
"564" "DendroDenovo_97_4313" "Eukaryota" "Arthropoda"
"565" "DendroDenovo_97_4317" "Eukaryota" "Arthropoda"
"566" "DendroDenovo_97_4323" "Eukaryota" "Arthropoda"
"567" "DendroDenovo_97_4340" "Eukaryota" "Arthropoda"
"568" "DendroDenovo_97_4345" "Eukaryota" "Arthropoda"
"569" "DendroDenovo_97_4346" "Eukaryota" "Arthropoda"
"570" "DendroDenovo_97_4350" "Eukaryota" "Arthropoda"
"571" "DendroDenovo_97_4359" "Eukaryota" "Arthropoda"
"572" "DendroDenovo_97_4360" "Eukaryota" "Arthropoda"
"573" "DendroDenovo_97_4363" "Eukaryota" "Arthropoda"
"574" "DendroDenovo_97_4366" "Eukaryota" "Arthropoda"
"575" "DendroDenovo_97_4375" "Eukaryota" "Chordata"
"576" "DendroDenovo_97_4391" "Eukaryota" "Arthropoda"
"577" "DendroDenovo_97_4396" "Eukaryota" "Arthropoda"
"578" "DendroDenovo_97_4407" "Eukaryota" "Arthropoda"
"579" "DendroDenovo_97_4415" "Eukaryota" "Arthropoda"
"580" "DendroDenovo_97_4417" "Eukaryota" "Arthropoda"
"581" "DendroDenovo_97_4430" "Eukaryota" "Streptophyta"
"582" "DendroDenovo_97_4440" "Eukaryota" "Arthropoda"
"583" "DendroDenovo_97_4451" "Eukaryota" "Arthropoda"
"584" "DendroDenovo_97_4452" "Eukaryota" "Arthropoda"
"585" "DendroDenovo_97_4458" "Eukaryota" "Arthropoda"
"586" "DendroDenovo_97_4468" "Eukaryota" "Arthropoda"
"587" "DendroDenovo_97_4476" "Eukaryota" "Arthropoda"
"588" "DendroDenovo_97_4484" "Eukaryota" "Arthropoda"
"589" "DendroDenovo_97_4497" "Eukaryota" "Streptophyta"
"590" "DendroDenovo_97_4505" "Eukaryota" "Arthropoda"
"591" "DendroDenovo_97_4509" "Eukaryota" "Streptophyta"
"592" "DendroDenovo_97_4522" "Eukaryota" "Arthropoda"
"593" "DendroDenovo_97_4528" "Eukaryota" "Arthropoda"
"594" "DendroDenovo_97_4532" "Eukaryota" "Arthropoda"
"595" "DendroDenovo_97_4533" "Eukaryota" "Arthropoda"
"596" "DendroDenovo_97_4542" "Eukaryota" "Arthropoda"
"597" "DendroDenovo_97_4549" "Eukaryota" "Arthropoda"
"598" "DendroDenovo_97_4557" "Eukaryota" "Arthropoda"
"599" "DendroDenovo_97_4566" "Eukaryota" "Arthropoda"
"600" "DendroDenovo_97_4569" "Eukaryota" "Arthropoda"
"601" "DendroDenovo_97_4571" "Eukaryota" "Arthropoda"
"602" "DendroDenovo_97_4581" "Eukaryota" "Arthropoda"
"603" "DendroDenovo_97_4584" "Eukaryota" "Arthropoda"
"604" "DendroDenovo_97_4589" "Eukaryota" "Arthropoda"
"605" "DendroDenovo_97_4593" "Eukaryota" "Arthropoda"
"606" "DendroDenovo_97_4600" "Eukaryota" "Arthropoda"
"607" "DendroDenovo_97_4609" "Eukaryota" "Arthropoda"
"608" "DendroDenovo_97_4622" "Eukaryota" "Arthropoda"
"609" "DendroDenovo_97_4624" "Eukaryota" "Arthropoda"
"610" "DendroDenovo_97_4627" "Eukaryota" "Arthropoda"
"611" "DendroDenovo_97_4630" "Eukaryota" "Arthropoda"
"612" "DendroDenovo_97_4633" "Eukaryota" "Arthropoda"
"613" "DendroDenovo_97_4638" "Eukaryota" "Arthropoda"
"614" "DendroDenovo_97_4641" "Eukaryota" "Arthropoda"
"615" "DendroDenovo_97_4655" "Eukaryota" "Chordata"
"616" "DendroDenovo_97_4662" "Eukaryota" "Arthropoda"
"617" "DendroDenovo_97_4667" "Eukaryota" "Arthropoda"
"618" "DendroDenovo_97_4679" "Eukaryota" "Chordata"
"619" "DendroDenovo_97_4681" "Eukaryota" "Arthropoda"
"620" "DendroDenovo_97_4682" "Eukaryota" "Chordata"
"621" "DendroDenovo_97_4683" "Eukaryota" "Arthropoda"
"622" "DendroDenovo_97_4691" "Eukaryota" "Arthropoda"
"623" "DendroDenovo_97_4701" "Eukaryota" "Arthropoda"
"624" "DendroDenovo_97_4711" "Eukaryota" "Arthropoda"
"625" "DendroDenovo_97_4715" "Eukaryota" "Arthropoda"
"626" "DendroDenovo_97_4717" "Eukaryota" "Arthropoda"
"627" "DendroDenovo_97_4724" "Eukaryota" "Streptophyta"
"628" "DendroDenovo_97_4725" "Eukaryota" "Arthropoda"
"629" "DendroDenovo_97_4734" "Eukaryota" "Arthropoda"
"630" "DendroDenovo_97_4750" "Eukaryota" "Arthropoda"
"631" "DendroDenovo_97_4752" "Eukaryota" "Arthropoda"
"632" "DendroDenovo_97_4766" "Eukaryota" "Streptophyta"
"633" "DendroDenovo_97_4770" "Eukaryota" "Arthropoda"
"634" "DendroDenovo_97_4777" "Eukaryota" "Arthropoda"
"635" "DendroDenovo_97_4781" "Eukaryota" "Chordata"
"636" "DendroDenovo_97_4785" "Eukaryota" "Arthropoda"
"637" "DendroDenovo_97_4804" "Eukaryota" "Arthropoda"
"638" "DendroDenovo_97_4805" "Eukaryota" "Arthropoda"
"639" "DendroDenovo_97_4808" "Eukaryota" "Arthropoda"
"640" "DendroDenovo_97_4819" "Eukaryota" "Arthropoda"
"641" "DendroDenovo_97_4824" "Eukaryota" "Arthropoda"
"642" "DendroDenovo_97_4826" "Eukaryota" "Arthropoda"
"643" "DendroDenovo_97_4830" "Eukaryota" "Arthropoda"
"644" "DendroDenovo_97_4832" "Eukaryota" "Chordata"
"645" "DendroDenovo_97_4834" "Eukaryota" "Arthropoda"
"646" "DendroDenovo_97_4842" "Eukaryota" "Arthropoda"
"647" "DendroDenovo_97_4847" "Eukaryota" "Arthropoda"
"648" "DendroDenovo_97_4867" "Eukaryota" "Arthropoda"
"649" "DendroDenovo_97_4876" "Eukaryota" "Arthropoda"
"650" "DendroDenovo_97_4884" "Eukaryota" "Arthropoda"
"651" "DendroDenovo_97_4896" "Eukaryota" "Arthropoda"
"652" "DendroDenovo_97_4898" "Eukaryota" "Arthropoda"
"653" "DendroDenovo_97_4906" "Eukaryota" "Arthropoda"
"654" "DendroDenovo_97_4922" "Eukaryota" "Arthropoda"
"655" "DendroDenovo_97_4935" "Eukaryota" "Arthropoda"
"656" "DendroDenovo_97_4942" "Eukaryota" "Arthropoda"
"657" "DendroDenovo_97_4947" "Eukaryota" "Arthropoda"
"658" "DendroDenovo_97_4949" "Eukaryota" "Arthropoda"
"659" "DendroDenovo_97_4957" "Eukaryota" "Arthropoda"
"660" "DendroDenovo_97_4970" "Eukaryota" "Arthropoda"
"661" "DendroDenovo_97_4992" "Eukaryota" "Arthropoda"
"662" "DendroDenovo_97_5002" "Eukaryota" "Arthropoda"
"663" "DendroDenovo_97_5013" "Eukaryota" "Arthropoda"
"664" "DendroDenovo_97_5018" "Eukaryota" "Arthropoda"
"665" "DendroDenovo_97_5019" "Eukaryota" "Arthropoda"
"666" "DendroDenovo_97_5024" "Eukaryota" "Arthropoda"
"667" "DendroDenovo_97_5025" "Eukaryota" "Arthropoda"
"668" "DendroDenovo_97_5027" "Eukaryota" "Arthropoda"
"669" "DendroDenovo_97_5070" "Eukaryota" "Arthropoda"
"670" "DendroDenovo_97_5079" "Eukaryota" "Arthropoda"
"671" "DendroDenovo_97_5092" "Eukaryota" "Arthropoda"
"672" "DendroDenovo_97_5100" "Eukaryota" "Arthropoda"
"673" "DendroDenovo_97_5104" "Eukaryota" "Arthropoda"
"674" "DendroDenovo_97_5106" "Eukaryota" "Arthropoda"
"675" "DendroDenovo_97_5124" "Eukaryota" "Arthropoda"
"676" "DendroDenovo_97_5131" "Eukaryota" "Arthropoda"
"677" "DendroDenovo_97_5142" "Eukaryota" "Arthropoda"
"678" "DendroDenovo_97_5151" "Eukaryota" "Arthropoda"
"679" "DendroDenovo_97_5152" "Eukaryota" "Arthropoda"
"680" "DendroDenovo_97_5162" "Eukaryota" "Streptophyta"
"681" "DendroDenovo_97_5163" "Eukaryota" "Arthropoda"
"682" "DendroDenovo_97_5178" "Eukaryota" "Arthropoda"
"683" "DendroDenovo_97_5188" "Eukaryota" "Arthropoda"
"684" "DendroDenovo_97_5193" "Eukaryota" "Arthropoda"
"685" "DendroDenovo_97_5197" "Eukaryota" "Arthropoda"
"686" "DendroDenovo_97_5199" "Eukaryota" "Arthropoda"
"687" "DendroDenovo_97_5201" "Eukaryota" "Arthropoda"
"688" "DendroDenovo_97_5214" "Eukaryota" "Arthropoda"
"689" "DendroDenovo_97_5229" "Eukaryota" "Arthropoda"
"690" "DendroDenovo_97_5233" "Eukaryota" "Arthropoda"
"691" "DendroDenovo_97_5253" "Eukaryota" "Arthropoda"
"692" "DendroDenovo_97_5254" "Eukaryota" "Arthropoda"
"693" "DendroDenovo_97_5255" "Eukaryota" "Arthropoda"
"694" "DendroDenovo_97_5262" "Eukaryota" "Arthropoda"
"695" "DendroDenovo_97_5265" "Eukaryota" "Arthropoda"
